Time,Time Code,Country Name,Country Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"Population, total [SP.POP.TOTL]",Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Military expenditure (current USD) [MS.MIL.XPND.CD]
2013,YR2013,United Kingdom,GBR,2786022872706.81,2.13948570108317,43444.533001954,1.45770180257972,64128273,4207.8876953125,9.76576432585716,56861759588.2819
2013,YR2013,Germany,DEU,3732743446218.92,0.428243261672193,46285.7640688407,0.154547997552854,80645605,5094.416015625,10.9319098293781,45930540563.148
2013,YR2013,Japan,JPN,5155717056270.83,2.0002678411015,40454.4474578903,2.14753175324213,127445000,4336.14990234375,10.7915937900543,49023932406.8581
2013,YR2013,Russian Federation,RUS,2297128039058.21,1.800000140189,16007.0899934444,1.58347451904446,143506911,811.16943359375,5.08820973336697,88352896463.5598
2013,YR2013,India,IND,1856722121394.53,6.38610640094825,1449.6059123387,5.13495690740315,1280846129,56.2184638977051,3.74944172799587,47403528801.4226
2013,YR2013,Italy,ITA,2141315327318.21,-1.84106545088248,35549.9746972954,-2.97240379999698,60233948,3195.55346679688,8.95226746797562,29957445904.5168
2013,YR2013,Brazil,BRA,2472806919901.67,3.00484630505706,12300.3248822758,2.10891183467072,201035903,974.498718261719,7.97709375619888,32874787230.5887
2013,YR2013,Indonesia,IDN,912524136718.018,5.55726368891013,3623.91158235134,4.15127123410866,251806402,107.195205688477,2.9606506228447,8384028600.92532
2013,YR2013,Australia,AUS,1576184467015.49,2.58487511083116,68150.1070413215,0.834341933212656,23128129,5838.41357421875,8.75855982303619,24825262588.8168
2014,YR2014,United States,USA,17521746534000,2.45197303536034,55047.7255604544,1.7093215379429,318301008,9067.9990234375,16.5316626429558,609914000000
2014,YR2014,United Kingdom,GBR,3063803240208.01,2.6074759063105,47425.6076805194,1.8545845963684,64602298,4601.13720703125,9.75668206810951,59182858554.2566
2014,YR2014,Germany,DEU,3883920155292.26,2.22568874914928,47959.9932737599,1.80042003787038,80982500,5290.72216796875,10.9604604542255,46102673010.4001
2014,YR2014,Japan,JPN,4850413536037.84,0.374719476331322,38109.4121125573,0.507999337353809,127276000,4099.46484375,10.8320496976376,46881244398.3207
2014,YR2014,Russian Federation,RUS,2059984158438.46,0.699973678046774,14100.7291032344,-1.08096705489345,143819666,742.284973144531,5.18879555165768,84696504653.4978
2014,YR2014,India,IND,2039127446298.55,7.41022760508852,1573.88149211052,6.18673198340534,1295604184,57.1511383056641,3.61956544220448,50914108341.0482
2014,YR2014,Italy,ITA,2159133919743.77,-0.00454754236383792,35518.4152916749,-0.917813879753353,60789140,3190.08813476563,9.01144072413445,27701034334.9422
2014,YR2014,Brazil,BRA,2455993625159.37,0.503955740242247,12112.5882059697,-0.352479217688355,202763735,1009.82867431641,8.39605405926704,32659614240.8021
2014,YR2014,Indonesia,IDN,890814755233.225,5.006668425755,3491.62479085767,3.63914313049396,255129004,108.837265014648,3.11712101101875,6929255301.217
2014,YR2014,Australia,AUS,1467483705131.74,2.5331154467595,62510.7911705641,1.01511499278639,23475686,5637.56689453125,9.03803408145905,25783708714.0042
2015,YR2015,United States,USA,18219297584000,2.88091046605219,56822.5188202456,2.13195957332404,320635163,9538.0703125,16.8398812413216,596104639000
2015,YR2015,United Kingdom,GBR,2928591002002.51,2.35552430595799,44974.8318771782,1.54769709770373,65116219,4326.25,9.68684554100037,53862185493.2918
2015,YR2015,Germany,DEU,3360549973888.58,1.73974982269824,41139.5445685533,0.862787538298775,81686611,4617.49072265625,11.0880129039288,39812576244.8708
2015,YR2015,Japan,JPN,4389475622588.97,1.22292104108077,34524.4698609337,1.33040088110521,127141000,3733.67333984375,10.8855068683624,42106103305.7928
2015,YR2015,Russian Federation,RUS,1363594369577.82,-2.30770688863852,9313.78754211991,-2.51815442334114,144096870,501.853302001953,5.29517084360123,66418708183.9769
2015,YR2015,India,IND,2103587813812.75,7.99625378571471,1605.60543109026,6.79703974950297,1310152403,58.9663352966309,3.59565988183022,51295483753.9436
2015,YR2015,Italy,ITA,1835899237320.04,0.778304350716581,30230.2263021296,0.875477401786128,60730582,2708.83544921875,8.98803398013115,22180845070.4225
2015,YR2015,Brazil,BRA,1802214373741.32,-3.54576339269425,8814.00098681261,-4.35148398862317,204471769,776.15283203125,8.87020379304886,24617701683.0655
2015,YR2015,Indonesia,IDN,860854235065.079,4.87632230022122,3331.69512758628,3.55543956624815,258383256,100.430702209473,3.01182251423597,7639095192.9724
2015,YR2015,Australia,AUS,1351693984524.5,2.1926400283338,56755.7217124249,0.732399751351792,23815995,4887.80078125,9.31473970413208,24045569111.0239
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,
Last Updated: 05/28/2020,,,,,,,,,,,
